idx vel[km/s]  dmass[Msun] mass[Msun] X_IGE0     X_56Ni0    X_IME      X_Ti       X_CO       rad[cm]    dens[gcc]  temp[K]    X_56Ni     X_Ni       X_Co       X_Fe       X_Ca       X_S        X_Si       X_O        X_C       
#(1) (2)        (3)        (4)        (5)        (6)        (7)        (8)        (9)        (10)       (11)       (12)       (13)       (14)       (15)       (16)       (17)       (18)       (19)       (20)       (21)      
  78 3.8750e+03 4.0578e-03 1.5391e-01 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 6.6960e+13 1.6579e-10 8.9969e+04 7.9597e-01 7.9597e-01 2.0214e-01 1.8891e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
  79 3.9250e+03 4.0919e-03 1.5800e-01 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 6.7824e+13 1.6295e-10 8.9581e+04 7.9597e-01 7.9597e-01 2.0214e-01 1.8891e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
  80 3.9750e+03 4.1250e-03 1.6213e-01 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 6.8688e+13 1.6016e-10 8.9195e+04 7.9597e-01 7.9597e-01 2.0214e-01 1.8891e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
  81 4.0250e+03 4.1570e-03 1.6628e-01 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 6.9552e+13 1.5742e-10 8.8811e+04 7.9597e-01 7.9597e-01 2.0214e-01 1.8891e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
  82 4.0750e+03 4.1879e-03 1.7047e-01 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 7.0416e+13 1.5473e-10 8.8428e+04 7.9597e-01 7.9597e-01 2.0214e-01 1.8891e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
  83 4.1250e+03 4.2178e-03 1.7469e-01 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 7.1280e+13 1.5208e-10 8.8047e+04 7.9597e-01 7.9597e-01 2.0214e-01 1.8891e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
  84 4.1750e+03 4.2467e-03 1.7894e-01 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 7.2144e+13 1.4947e-10 8.7668e+04 7.9597e-01 7.9597e-01 2.0214e-01 1.8891e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
  85 4.2250e+03 4.2746e-03 1.8321e-01 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 7.3008e+13 1.4691e-10 8.7290e+04 7.9597e-01 7.9597e-01 2.0214e-01 1.8891e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
  86 4.2750e+03 4.3014e-03 1.8751e-01 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 7.3872e+13 1.4440e-10 8.6914e+04 7.9597e-01 7.9597e-01 2.0214e-01 1.8891e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
  87 4.3250e+03 4.3272e-03 1.9184e-01 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 7.4736e+13 1.4192e-10 8.6539e+04 7.9597e-01 7.9597e-01 2.0214e-01 1.8891e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
  88 4.3750e+03 4.3520e-03 1.9619e-01 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 7.5600e+13 1.3949e-10 8.6166e+04 7.9597e-01 7.9597e-01 2.0214e-01 1.8891e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
  89 4.4250e+03 4.3758e-03 2.0057e-01 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 7.6464e+13 1.3710e-10 8.5795e+04 7.9597e-01 7.9597e-01 2.0214e-01 1.8891e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
  90 4.4750e+03 4.3986e-03 2.0497e-01 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 7.7328e+13 1.3476e-10 8.5426e+04 7.9597e-01 7.9597e-01 2.0214e-01 1.8891e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
  91 4.5250e+03 4.4205e-03 2.0939e-01 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 7.8192e+13 1.3245e-10 8.5057e+04 7.9597e-01 7.9597e-01 2.0214e-01 1.8891e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
  92 4.5750e+03 4.4413e-03 2.1383e-01 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 7.9056e+13 1.3018e-10 8.4691e+04 7.9597e-01 7.9597e-01 2.0214e-01 1.8891e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
  93 4.6250e+03 4.4612e-03 2.1829e-01 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 7.9920e+13 1.2795e-10 8.4326e+04 7.9597e-01 7.9597e-01 2.0214e-01 1.8891e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
  94 4.6750e+03 4.4801e-03 2.2277e-01 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 8.0784e+13 1.2576e-10 8.3963e+04 7.9597e-01 7.9597e-01 2.0214e-01 1.8891e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
  95 4.7250e+03 4.4981e-03 2.2727e-01 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 8.1648e+13 1.2361e-10 8.3601e+04 7.9597e-01 7.9597e-01 2.0214e-01 1.8891e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
  96 4.7750e+03 4.5151e-03 2.3178e-01 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 8.2512e+13 1.2149e-10 8.3241e+04 7.9597e-01 7.9597e-01 2.0214e-01 1.8891e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
  97 4.8250e+03 4.5312e-03 2.3631e-01 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 8.3376e+13 1.1941e-10 8.2882e+04 7.9597e-01 7.9597e-01 2.0214e-01 1.8891e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
  98 4.8750e+03 4.5464e-03 2.4086e-01 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 8.4240e+13 1.1737e-10 8.2525e+04 7.9597e-01 7.9597e-01 2.0214e-01 1.8891e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
  99 4.9250e+03 4.5607e-03 2.4542e-01 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 8.5104e+13 1.1536e-10 8.2169e+04 7.9597e-01 7.9597e-01 2.0214e-01 1.8891e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 100 4.9750e+03 4.5741e-03 2.5000e-01 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 8.5968e+13 1.1338e-10 8.1815e+04 7.9597e-01 7.9597e-01 2.0214e-01 1.8891e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 101 5.0250e+03 4.5866e-03 2.5458e-01 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 8.6832e+13 1.1144e-10 8.1463e+04 7.9597e-01 7.9597e-01 2.0214e-01 1.8891e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 102 5.0750e+03 4.5982e-03 2.5918e-01 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 8.7696e+13 1.0953e-10 8.1112e+04 7.9597e-01 7.9597e-01 2.0214e-01 1.8891e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 103 5.1250e+03 4.6089e-03 2.6379e-01 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 8.8560e+13 1.0765e-10 8.0762e+04 7.9597e-01 7.9597e-01 2.0214e-01 1.8891e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 104 5.1750e+03 4.6188e-03 2.6841e-01 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 8.9424e+13 1.0581e-10 8.0414e+04 7.9597e-01 7.9597e-01 2.0214e-01 1.8891e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 105 5.2250e+03 4.6279e-03 2.7304e-01 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 9.0288e+13 1.0400e-10 8.0068e+04 7.9597e-01 7.9597e-01 2.0214e-01 1.8891e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 106 5.2750e+03 4.6361e-03 2.7767e-01 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 9.1152e+13 1.0222e-10 7.9723e+04 7.9597e-01 7.9597e-01 2.0214e-01 1.8891e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 107 5.3250e+03 4.6435e-03 2.8232e-01 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 9.2016e+13 1.0047e-10 7.9379e+04 7.9597e-01 7.9597e-01 2.0214e-01 1.8891e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 108 5.3750e+03 4.6501e-03 2.8697e-01 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 9.2880e+13 9.8748e-11 7.9037e+04 7.9597e-01 7.9597e-01 2.0214e-01 1.8891e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 109 5.4250e+03 4.6559e-03 2.9162e-01 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 9.3744e+13 9.7057e-11 7.8697e+04 7.9597e-01 7.9597e-01 2.0214e-01 1.8891e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 110 5.4750e+03 4.6609e-03 2.9628e-01 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 9.4608e+13 9.5395e-11 7.8358e+04 7.9597e-01 7.9597e-01 2.0214e-01 1.8891e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 111 5.5250e+03 4.6652e-03 3.0095e-01 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 9.5472e+13 9.3761e-11 7.8020e+04 7.9597e-01 7.9597e-01 2.0214e-01 1.8891e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 112 5.5750e+03 4.6686e-03 3.0562e-01 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 9.6336e+13 9.2155e-11 7.7684e+04 7.9597e-01 7.9597e-01 2.0214e-01 1.8891e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 113 5.6250e+03 4.6714e-03 3.1029e-01 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 9.7200e+13 9.0577e-11 7.7349e+04 7.9597e-01 7.9597e-01 2.0214e-01 1.8891e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 114 5.6750e+03 4.6734e-03 3.1496e-01 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 9.8064e+13 8.9026e-11 7.7016e+04 7.9597e-01 7.9597e-01 2.0214e-01 1.8891e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 115 5.7250e+03 4.6746e-03 3.1964e-01 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 9.8928e+13 8.7502e-11 7.6684e+04 7.9597e-01 7.9597e-01 2.0214e-01 1.8891e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 116 5.7750e+03 4.6752e-03 3.2431e-01 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 9.9792e+13 8.6003e-11 7.6353e+04 7.9597e-01 7.9597e-01 2.0214e-01 1.8891e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 117 5.8250e+03 4.6750e-03 3.2899e-01 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0066e+14 8.4531e-11 7.6024e+04 7.9597e-01 7.9597e-01 2.0214e-01 1.8891e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 118 5.8750e+03 4.6742e-03 3.3366e-01 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0152e+14 8.3083e-11 7.5697e+04 7.9597e-01 7.9597e-01 2.0214e-01 1.8891e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 119 5.9250e+03 4.6727e-03 3.3833e-01 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0238e+14 8.1660e-11 7.5371e+04 7.9597e-01 7.9597e-01 2.0214e-01 1.8891e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 120 5.9750e+03 4.6705e-03 3.4300e-01 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0325e+14 8.0262e-11 7.5046e+04 7.9597e-01 7.9597e-01 2.0214e-01 1.8891e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 121 6.0250e+03 4.6677e-03 3.4767e-01 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0411e+14 7.8888e-11 7.4723e+04 7.9597e-01 7.9597e-01 2.0214e-01 1.8891e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 122 6.0750e+03 4.6642e-03 3.5233e-01 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0498e+14 7.7537e-11 7.4401e+04 7.9597e-01 7.9597e-01 2.0214e-01 1.8891e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 123 6.1250e+03 4.6601e-03 3.5699e-01 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0584e+14 7.6209e-11 7.4080e+04 7.9597e-01 7.9597e-01 2.0214e-01 1.8891e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 124 6.1750e+03 4.6554e-03 3.6165e-01 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0670e+14 7.4904e-11 7.3761e+04 7.9597e-01 7.9597e-01 2.0214e-01 1.8891e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 125 6.2250e+03 4.6501e-03 3.6630e-01 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0757e+14 7.3621e-11 7.3443e+04 7.9597e-01 7.9597e-01 2.0214e-01 1.8891e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 126 6.2750e+03 4.6442e-03 3.7094e-01 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0843e+14 7.2361e-11 7.3127e+04 7.9597e-01 7.9597e-01 2.0214e-01 1.8891e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 127 6.3250e+03 4.6377e-03 3.7558e-01 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0930e+14 7.1121e-11 7.2811e+04 7.9597e-01 7.9597e-01 2.0214e-01 1.8891e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 128 6.3750e+03 4.6306e-03 3.8021e-01 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.1016e+14 6.9903e-11 7.2498e+04 7.9597e-01 7.9597e-01 2.0214e-01 1.8891e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 129 6.4250e+03 4.6230e-03 3.8484e-01 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.1102e+14 6.8706e-11 7.2185e+04 7.9597e-01 7.9597e-01 2.0214e-01 1.8891e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 130 6.4750e+03 4.6148e-03 3.8945e-01 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.1189e+14 6.7530e-11 7.1874e+04 7.9597e-01 7.9597e-01 2.0214e-01 1.8891e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 131 6.5250e+03 4.6061e-03 3.9406e-01 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.1275e+14 6.6373e-11 7.1565e+04 7.9597e-01 7.9597e-01 2.0214e-01 1.8891e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 132 6.5750e+03 4.5969e-03 3.9865e-01 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.1362e+14 6.5237e-11 7.1256e+04 7.9597e-01 7.9597e-01 2.0214e-01 1.8891e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 133 6.6250e+03 4.5871e-03 4.0324e-01 0.0000e+00 9.9996e-01 3.9951e-05 0.0000e+00 0.0000e+00 1.1448e+14 6.4120e-11 7.0949e+04 7.9594e-01 7.9594e-01 2.0214e-01 1.8890e-03 3.9951e-06 1.3983e-05 2.1973e-05 0.0000e+00 0.0000e+00
 134 6.6750e+03 4.5769e-03 4.0782e-01 0.0000e+00 9.9949e-01 5.0684e-04 0.0000e+00 0.0000e+00 1.1534e+14 6.3022e-11 7.0635e+04 7.9556e-01 7.9556e-01 2.0204e-01 1.8882e-03 5.0684e-05 1.7740e-04 2.7876e-04 0.0000e+00 0.0000e+00
 135 6.7250e+03 4.5662e-03 4.1238e-01 0.0000e+00 9.9839e-01 1.6148e-03 0.0000e+00 0.0000e+00 1.1621e+14 6.1943e-11 7.0311e+04 7.9468e-01 7.9468e-01 2.0182e-01 1.8861e-03 1.6148e-04 5.6520e-04 8.8816e-04 0.0000e+00 0.0000e+00
 136 6.7750e+03 4.5550e-03 4.1694e-01 0.0000e+00 9.9664e-01 3.3604e-03 0.0000e+00 0.0000e+00 1.1707e+14 6.0882e-11 6.9977e+04 7.9329e-01 7.9329e-01 2.0146e-01 1.8828e-03 3.3604e-04 1.1761e-03 1.8482e-03 0.0000e+00 0.0000e+00
 137 6.8250e+03 4.5433e-03 4.2148e-01 0.0000e+00 9.9426e-01 5.7360e-03 0.0000e+00 0.0000e+00 1.1794e+14 5.9839e-11 6.9634e+04 7.9140e-01 7.9140e-01 2.0098e-01 1.8783e-03 5.7360e-04 2.0076e-03 3.1548e-03 0.0000e+00 0.0000e+00
 138 6.8750e+03 4.5311e-03 4.2601e-01 0.0000e+00 9.9127e-01 8.7340e-03 0.0000e+00 0.0000e+00 1.1880e+14 5.8815e-11 6.9282e+04 7.8902e-01 7.8902e-01 2.0038e-01 1.8726e-03 8.7340e-04 3.0569e-03 4.8037e-03 0.0000e+00 0.0000e+00
 139 6.9250e+03 4.5186e-03 4.3053e-01 0.0000e+00 9.8765e-01 1.2345e-02 0.0000e+00 0.0000e+00 1.1966e+14 5.7807e-11 6.8920e+04 7.8614e-01 7.8614e-01 1.9965e-01 1.8658e-03 1.2345e-03 4.3208e-03 6.7898e-03 0.0000e+00 0.0000e+00
 140 6.9750e+03 4.5056e-03 4.3504e-01 0.0000e+00 9.8344e-01 1.6559e-02 0.0000e+00 0.0000e+00 1.2053e+14 5.6817e-11 6.8550e+04 7.8279e-01 7.8279e-01 1.9880e-01 1.8578e-03 1.6559e-03 5.7957e-03 9.1075e-03 0.0000e+00 0.0000e+00
 141 7.0250e+03 4.4921e-03 4.3953e-01 0.0000e+00 9.7863e-01 2.1365e-02 0.0000e+00 0.0000e+00 1.2139e+14 5.5844e-11 6.8171e+04 7.7896e-01 7.7896e-01 1.9782e-01 1.8488e-03 2.1365e-03 7.4778e-03 1.1751e-02 0.0000e+00 0.0000e+00
 142 7.0750e+03 4.4783e-03 4.4401e-01 0.0000e+00 9.7325e-01 2.6751e-02 0.0000e+00 0.0000e+00 1.2226e+14 5.4888e-11 6.7784e+04 7.7467e-01 7.7467e-01 1.9674e-01 1.8386e-03 2.6751e-03 9.3629e-03 1.4713e-02 0.0000e+00 0.0000e+00
 143 7.1250e+03 4.4640e-03 4.4847e-01 0.0000e+00 9.6729e-01 3.2706e-02 0.0000e+00 0.0000e+00 1.2312e+14 5.3948e-11 6.7388e+04 7.6994e-01 7.6994e-01 1.9553e-01 1.8273e-03 3.2706e-03 1.1447e-02 1.7988e-02 0.0000e+00 0.0000e+00
 144 7.1750e+03 4.4494e-03 4.5292e-01 0.0000e+00 9.6079e-01 3.9213e-02 0.0000e+00 0.0000e+00 1.2398e+14 5.3024e-11 6.6985e+04 7.6476e-01 7.6476e-01 1.9422e-01 1.8150e-03 3.9213e-03 1.3725e-02 2.1567e-02 0.0000e+00 0.0000e+00
 145 7.2250e+03 4.4343e-03 4.5736e-01 0.0000e+00 9.5374e-01 4.6262e-02 0.0000e+00 0.0000e+00 1.2485e+14 5.2116e-11 6.6573e+04 7.5915e-01 7.5915e-01 1.9279e-01 1.8017e-03 4.6262e-03 1.6192e-02 2.5444e-02 0.0000e+00 0.0000e+00
 146 7.2750e+03 4.4189e-03 4.6177e-01 0.0000e+00 9.4617e-01 5.3835e-02 0.0000e+00 0.0000e+00 1.2571e+14 5.1224e-11 6.6155e+04 7.5312e-01 7.5312e-01 1.9126e-01 1.7874e-03 5.3835e-03 1.8842e-02 2.9609e-02 0.0000e+00 0.0000e+00
 147 7.3250e+03 4.4032e-03 4.6618e-01 0.0000e+00 9.3808e-01 6.1918e-02 0.0000e+00 0.0000e+00 1.2658e+14 5.0347e-11 6.5728e+04 7.4668e-01 7.4668e-01 1.8963e-01 1.7721e-03 6.1918e-03 2.1671e-02 3.4055e-02 0.0000e+00 0.0000e+00
 148 7.3750e+03 4.3870e-03 4.7056e-01 0.0000e+00 9.2951e-01 7.0494e-02 0.0000e+00 0.0000e+00 1.2744e+14 4.9485e-11 6.5295e+04 7.3986e-01 7.3986e-01 1.8789e-01 1.7559e-03 7.0494e-03 2.4673e-02 3.8772e-02 0.0000e+00 0.0000e+00
 149 7.4250e+03 4.3706e-03 4.7494e-01 0.0000e+00 9.2045e-01 7.9548e-02 0.0000e+00 0.0000e+00 1.2830e+14 4.8637e-11 6.4855e+04 7.3265e-01 7.3265e-01 1.8606e-01 1.7388e-03 7.9548e-03 2.7842e-02 4.3751e-02 0.0000e+00 0.0000e+00
 150 7.4750e+03 4.3538e-03 4.7929e-01 0.0000e+00 9.1094e-01 8.9062e-02 0.0000e+00 0.0000e+00 1.2917e+14 4.7804e-11 6.4408e+04 7.2508e-01 7.2508e-01 1.8414e-01 1.7209e-03 8.9062e-03 3.1172e-02 4.8984e-02 0.0000e+00 0.0000e+00
 151 7.5250e+03 4.3367e-03 4.8363e-01 0.0000e+00 9.0098e-01 9.9019e-02 0.0000e+00 0.0000e+00 1.3003e+14 4.6986e-11 6.3954e+04 7.1715e-01 7.1715e-01 1.8213e-01 1.7021e-03 9.9019e-03 3.4657e-02 5.4460e-02 0.0000e+00 0.0000e+00
 152 7.5750e+03 4.3192e-03 4.8794e-01 0.0000e+00 8.9060e-01 1.0940e-01 0.0000e+00 0.0000e+00 1.3090e+14 4.6181e-11 6.3495e+04 7.0889e-01 7.0889e-01 1.8003e-01 1.6824e-03 1.0940e-02 3.8290e-02 6.0170e-02 0.0000e+00 0.0000e+00
 153 7.6250e+03 4.3015e-03 4.9225e-01 0.0000e+00 8.7981e-01 1.2019e-01 0.0000e+00 0.0000e+00 1.3176e+14 4.5390e-11 6.3029e+04 7.0030e-01 7.0030e-01 1.7785e-01 1.6621e-03 1.2019e-02 4.2065e-02 6.6103e-02 0.0000e+00 0.0000e+00
 154 7.6750e+03 4.2835e-03 4.9653e-01 0.0000e+00 8.6864e-01 1.3136e-01 0.0000e+00 0.0000e+00 1.3262e+14 4.4613e-11 6.2557e+04 6.9141e-01 6.9141e-01 1.7559e-01 1.6410e-03 1.3136e-02 4.5977e-02 7.2249e-02 0.0000e+00 0.0000e+00
 155 7.7250e+03 4.2652e-03 5.0080e-01 0.0000e+00 8.5709e-01 1.4291e-01 0.0000e+00 0.0000e+00 1.3349e+14 4.3849e-11 6.2079e+04 6.8222e-01 6.8222e-01 1.7326e-01 1.6192e-03 1.4291e-02 5.0017e-02 7.8598e-02 0.0000e+00 0.0000e+00
 156 7.7750e+03 4.2466e-03 5.0504e-01 0.0000e+00 8.4520e-01 1.5480e-01 0.0000e+00 0.0000e+00 1.3435e+14 4.3098e-11 6.1596e+04 6.7275e-01 6.7275e-01 1.7085e-01 1.5967e-03 1.5480e-02 5.4180e-02 8.5141e-02 0.0000e+00 0.0000e+00
 157 7.8250e+03 4.2277e-03 5.0927e-01 0.0000e+00 8.3297e-01 1.6703e-01 0.0000e+00 0.0000e+00 1.3522e+14 4.2360e-11 6.1108e+04 6.6302e-01 6.6302e-01 1.6838e-01 1.5736e-03 1.6703e-02 5.8459e-02 9.1864e-02 0.0000e+00 0.0000e+00
 158 7.8750e+03 4.2086e-03 5.1348e-01 0.0000e+00 8.2044e-01 1.7956e-01 0.0000e+00 0.0000e+00 1.3608e+14 4.1635e-11 6.0614e+04 6.5304e-01 6.5304e-01 1.6585e-01 1.5499e-03 1.7956e-02 6.2847e-02 9.8759e-02 0.0000e+00 0.0000e+00
 159 7.9250e+03 4.1892e-03 5.1767e-01 0.0000e+00 8.0761e-01 1.9239e-01 0.0000e+00 0.0000e+00 1.3694e+14 4.0922e-11 6.0116e+04 6.4283e-01 6.4283e-01 1.6325e-01 1.5257e-03 1.9239e-02 6.7337e-02 1.0581e-01 0.0000e+00 0.0000e+00
 160 7.9750e+03 4.1696e-03 5.2184e-01 0.0000e+00 7.9451e-01 2.0549e-01 0.0000e+00 0.0000e+00 1.3781e+14 4.0221e-11 5.9613e+04 6.3240e-01 6.3240e-01 1.6060e-01 1.5009e-03 2.0549e-02 7.1922e-02 1.1302e-01 0.0000e+00 0.0000e+00
 161 8.0250e+03 4.1497e-03 5.2599e-01 0.0000e+00 7.8115e-01 2.1885e-01 0.0000e+00 0.0000e+00 1.3867e+14 3.9532e-11 5.9105e+04 6.2177e-01 6.2177e-01 1.5791e-01 1.4757e-03 2.1885e-02 7.6596e-02 1.2036e-01 0.0000e+00 0.0000e+00
